"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Sangodoyin A.Y.; Opebiyi E.O.","Sangodoyin, A.Y. (6602485772); Opebiyi, E.O. (57195592475)","6602485772; 57195592475","Assessment and management of the effects of illegal grazing on river water quality in old oyo national park, Nigeria","2017","Indian Journal of Ecology","44","2","","300","303","3","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028978453&partnerID=40&md5=890586d3d04a6026520b4cc8add45a6a","Old Oyo National Park (OONP) is a protected area gazetted to protect and conserve biological diversity while maintaining cultural values of the supporting communities. Nevertheless, there is a conflict of interest between meeting the objectives of the park and the livelihood of the supporting communities. This study aims to analyse river water quality in OONP with respect to grazing activities carried out by local communities in and at the fringes of the park and evaluate the management strategies used by the park management. Questionnaire survey, Key Informant Interview, field survey, laboratory analysis and secondary data obtained from OONP management were used to achieve the objectives of the study. Total coliform ranged from 0.09 × 105and 6.4 × 105 cfu/ml. while coliform count was <2 MPN/100ml. Microorganisms identified were Aspergillus fumigates, Psedomonas sp., Shigella sp. and Aspergillus flavus. Zoning of OONP, law enforcement, conservation education and supportzone development projects were identified as the major strategies used to combat illegal grazing. The riverwaterquality in the buffer and core zones were affected by illegal grazing. It is recommended that the park management conduct a periodic assessment of river water quality as a means of monitoring the ecosystem health. Grazing lands should be located far away from the Park and illegal grazers should be prevented from entering the park.","Grazing; Nigeria; Old oyo national park; Water quality","","Article","Final","","Scopus","2-s2.0-85028978453"
"Barroeta-Hlusicka M.E.; Buitrago J.; Rada M.; Pérez R.","Barroeta-Hlusicka, María Elizabeth (54399902300); Buitrago, Joaquín (8586761500); Rada, Martín (6603626509); Pérez, Ricardo (56234996300)","54399902300; 8586761500; 6603626509; 56234996300","Contrasting approved uses against actual uses at La Restinga Lagoon National Park, Margarita Island, Venezuela. A GPS and GIS method to improve management plans and rangers coverage","2012","Journal of Coastal Conservation","16","1","","65","76","11","2","10.1007/s11852-011-0170-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857690397&doi=10.1007%2fs11852-011-0170-3&partnerID=40&md5=74568f3adbfb25259c15e9f9f661fd45","Protected areas are the core of efforts to conserve biological diversity and zoning uses, and they are used as a tool for their management. Global Positioning Systems (GPS) and Geographic Information System (GIS) have been used to evaluate conflicts between approved uses and actual uses in La Restinga Lagoon National Park in Venezuela (LRLNP). The park (188.6 km 2), covers various ecosystems such as coastal lagoons, marine waters and xerophytic vegetation, it is visited by up to 260,000 people visit per year. A GIS, using a base map compiled from 1:25,000 maps was developed. Natural cover was mapped from LANDSAT VII TM images, orthophotomaps and aerial photographs. Spatial use data was collected by field GPS location of any use inside the park during 2 years. Thematic vector maps for each land cover, zoning area, and observed use were created. Maps of zoning and uses were overlapped and new maps for each use-zoning crossing were created. The park contain nine different zoning areas wherein 28 different uses were identified, 18 of them were direct consumptive and non-consumptive uses, occurring on 54% of the park. Tourism transit areas were the most used zones. More than 5,000 people use the park during a high season day. Superimposition of zoning maps with actual use data produced 13 uses taking place in not allowed areas (46% of park area). Most common prohibited use was commercial net fishing, occurring in nearly 40% of the park area. Therefore, identifying human use conflicts and its geographical distribution is a key issue to improve Management Plans as well as identifying hot sites. The GPS-GIS methodology presented here allows Park Rangers to select those areas which could benefit from enhanced supervision with the limited budget available. © 2011 Springer Science+Business Media B.V.","Actual uses; GPS-GIS; La Restinga National Park; Protected areas; Use zoning","La Restinga Lagoon; Margarita Island; Nueva Esparta; Venezuela; aerial photograph; biodiversity; environmental management; GIS; GPS; Landsat thematic mapper; nature conservation; orthophoto; protected area; spatial data; thematic mapping","Article","Final","","Scopus","2-s2.0-84857690397"
"Povilanskas R.; Riepšas E.; Armaitiene A.; Dučinskas K.-T.; Taminskas J.","Povilanskas, Ramünas (23980815100); Riepšas, Edvardas (18437982100); Armaitiene, Aušrine (23979335000); Dučinskas, Kes-Tutis (6508016647); Taminskas, Julius (23981431200)","23980815100; 18437982100; 23979335000; 6508016647; 23981431200","Shifting dune types of the Curonian spit and factors of their development","2011","Baltic Forestry","17","2","","215","226","11","11","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859068928&partnerID=40&md5=67ec8f202d4d1793b6b59328cfa405f8","This paper analyzes the main natural and human factors that affect a current morphodynamic and ecological development of the Grand Curonian Dune Ridge. All shifting dune areas of the Grand Curonian Dune Ridge are classified into four different types: 1) Equilibrium and various degradation risk areas. 2) Negative disequilibrium and high degradation risk areas. 3) Positive disequilibrium and high degradation risk areas. 3) Positive disequilibrium and low degradation risk areas. To ensure the long-term dune management sustainability, the linear functional zoning approach must replace the current perpendicular one in the management of the national parks of Kurshskaya kosa and Kursi K nerija. The shifting dune management should be based on the interpretation of the Curonian Spit as an interrelated system of linear littoral habitats. This interrelated system of the linear littoral habitats comprises the ridge of shifting barchans together with the adjacent windward strips of kupstyne and palve. The management should focus on facilitating the dynamism of palve by promoting responsible tourism there.","Curonian spit; Forest proliferation; Linear littoral habitats; Shifting dunes","","Article","Final","","Scopus","2-s2.0-84859068928"
"Najmizadeh S.; Yavari A.","Najmizadeh, S. (57210308864); Yavari, A. (36771839600)","57210308864; 36771839600","Zoning and planning of Khabr National Park with the aid of GIS","2006","Journal of Environmental Studies","31","38","","47","58+7","","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33744963499&partnerID=40&md5=bb17f24cbba9545bda5e9c087d402178","Increasing development and accelerating destruction of nature has promoted the need for conservation of some natural places for the future. Establishment of National Park and protected area is a response to this need. Correct selection, zoning and preparation of management plan as a policy or document of control has an important role for the existence of this area. In fact these tools are requisites of efficient management. This study follow two aims: 1- Ecological and socio-economic capability evaluation of ""Khabr National Park""area 2- Zoning of ""Khabr National Park"" according to its need for protection and planning for efficient management of this national park. Adopting a system analysis approach environmental resources of Kh.N.P were surveyed, analysed integrated and mapped with the aid of GIS, then environmental capability of the area was evaluated for zoning purposes. According to the results obtained ""Khabr and Rochoun"" area has enough to be considered capability for a National Park. About 35% of the park posses vegetation of high value for conservation and 48% of this park has very good habitats for wildlife. The result also indicate that 37/4 % of Kh.N.P may be considered as Zone 1 (restricted Zone) 38/18% as Zone 2(conservation zone),4/7 % for extensive use(Zone 3) 2/7 %for intensive use (Zone 4) about 0/06 % remains as cultural - historical Zone and finally 16/7%for Zone 6 (rehabilitation zone). At last an Environmental Management Plan( EMP) is proposed to control and protect ""Khabr National Park"" and to develop it in accordance with aims of National Park policies.","Khabr National Park; System analysis; Wildlife habitat; Zoning","","Review","Final","","Scopus","2-s2.0-33744963499"
"Mascia M.B.; Claus C.A.; Naidoo R.","Mascia, Michael B. (7005538353); Claus, C. Anne (56840372800); Naidoo, Robin (9435264900)","7005538353; 56840372800; 9435264900","Impacts of marine protected areas on fishing communities","2010","Conservation Biology","24","5","","1424","1429","5","217","10.1111/j.1523-1739.2010.01523.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957140306&doi=10.1111%2fj.1523-1739.2010.01523.x&partnerID=40&md5=e8e3fa54e9634b8f276c808eca54a9cf","Marine protected areas (MPAs) are a popular conservation strategy, but their impacts on human welfare are poorly understood. To inform future research and policy decisions, we reviewed the scientific literature to assess MPA impacts on five indicators of human welfare: food security, resource rights, employment, community organization, and income. Following MPA establishment, food security generally remained stable or increased in older and smaller MPAs. The ability of most fishing groups to govern MPA resources changed. Increased resource rights were positively correlated with MPA zoning and compliance with MPA regulations. Small sample sizes precluded statistical tests of the impacts of MPAs on employment, community organization, and income. Our results demonstrate that MPAs shape the social well-being and political power of fishing communities; impacts (positive and negative) vary within and among social groups; and social impacts are correlated with some-but not all-commonly hypothesized explanatory factors. Accordingly, MPAs may represent a viable strategy for enhancing food security and empowering local communities, but current practices negatively affect at least a minority of fishers. To inform policy making, further research must better document and explain variation in the positive and negative social impacts of MPAs. © 2010 Society for Conservation Biology.","Displacement; Food security; Livelihoods; Marine reserves; National parks; Poverty; Resource rights; Social impacts","Conservation of Natural Resources; Consumer Participation; Employment; Fisheries; Food Supply; Humans; Income; Marine Biology; Oceans and Seas; compliance; decision making; employment; fishing community; food security; hypothesis testing; income; marine park; national park; policy making; political power; poverty; research work; social impact; article; catering service; consumer; economics; employment; environmental protection; food industry; human; income; marine biology; methodology; sea; statistics","Article","Final","","Scopus","2-s2.0-77957140306"
"Bobo K.S.; Weladji R.B.","Bobo, Kadiri S. (8530908500); Weladji, Robert B. (6602197878)","8530908500; 6602197878","Wildlife and Land Use Conflicts in the Mbam and Djerem Conservation Region, Cameroon: Status and Mitigation Measures","2011","Human Dimensions of Wildlife","16","6","","445","457","12","9","10.1080/10871209.2011.608219","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859097162&doi=10.1080%2f10871209.2011.608219&partnerID=40&md5=14aa4e8167468d1d20cb3f0aa3de4f18","This study identified actual and potential resource-use conflicts around the Mbam and Djerem National Park, Cameroon and elucidated ways of mitigating them. Informal interviews were conducted and questionnaires were administered to 263 households from 11 communities. Ninety-one percent of respondents had experienced crop depredation from wildlife over the past two years. A negative relationship was found between distance to park border and the percentage of respondents reporting crop damages by wildlife. Sixty-four percent of respondents reported a positive relationship with conservation authorities, and 38% perceived benefits from the park. More than 95% of respondents in villages closer to the South and West limits of the park reported to perform traditional rituals in the park, although this is currently illegal. Conservation staff reported encroachment into the park by seasonal livestock herders. A participatory zoning plan, strategies for crop compensation, and a conflict management agency should be established at a local level. © 2011 Copyright Taylor and Francis Group, LLC.","Cameroon; Mbam and Djerem National Park; natural resource management; wildlife and land use conflicts","","Article","Final","","Scopus","2-s2.0-84859097162"
"Henríquez C.A.; Simonetti J.A.","Henríquez, C.A. (7005835139); Simonetti, J.A. (7005689454)","7005835139; 7005689454","The effect of introduced herbivores upon an endangered tree (Beilschmiedia miersii, Lauraceae)","2001","Biological Conservation","98","1","","69","76","7","16","10.1016/S0006-3207(00)00143-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035111057&doi=10.1016%2fS0006-3207%2800%2900143-9&partnerID=40&md5=82c7f938304f06474e9be4a333dccc73","Beilschmiedia miersii is an endemic endangered tree of central Chile, protected only in La Campana National park. The regeneration of B. miersii is very low, presumably due to strong fruit and seedling predation by livestock. The aim of this study was to establish whether herbivores impact recruitment in populations of the species. In particular, we want to compare the herbivore effect in non-protected populations with protected populations inside a national park. We compared demographic features and the regeneration process in four populations, two located inside and two outside the park. We expect populations inside the park to exhibit a significantly greater recruitment, expressed in seedling establishment and survival, relative to those outside the park. Outside the park, livestock predation on fruits and herbivory on seedlings could hamper recruitment. However, fruit and seedling predation was similarly high both inside and outside the park, posing a significant constraint on the regeneration of B. miersii. The main associated causes were the presence of livestock and seedling desiccation. If the survival of B. miersii is to be achieved, managing livestock pressure, possibly through zoning, seems mandatory. © 2001 Elsevier Science Ltd.","Beilschmiedia miersii; Chile; Herbivory; Protected areas; Seedling establishment","Chile; conservation status; endangered species; herbivory; introduced species; regeneration","Article","Final","","Scopus","2-s2.0-0035111057"
"Stock M.","Stock, Martin (7102932951)","7102932951","Draft management plan for the Wadden Sea of Schleswig-Holstein","1998","Senckenbergiana Maritima","29","1-6","","185","194","9","0","10.1007/BF03043957","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032535819&doi=10.1007%2fBF03043957&partnerID=40&md5=6f9788cb9f5a8a021ffee474bc5ed18e","Based on the results of the 'Applied Ecosystem Research in the Wadden Sea of Schleswig-Holstein' a comprehensive concept of environmental protection has been prepared. The synthesis report (Stock et al. 1996) provides the foundation for a future National Park Plan. Examples of the conceptual part of the report are summarised in this contribution. The future border of the National Park should be orientated on ecosystem-criteria. Proposed large-scale zoning within the park can allow a self-organising nature and will secure a comprehensive protection of natural values and a sustainable use of natural resources. A visitor guidance concept offers the necessary information and will have a beneficial effect on public awareness of environmental problems. For the protection of the nurse- and rearing-grounds of small cetaceans a special protection area for whales is proposed.","Applied ecosystem research; Draft management plan; Nature protection; Protection of cetaceans; Visitor guidance; Wadden Sea of Schleswig-Holstein","Wadden Sea; Cetacea; cetacean; ecosystem management; environmental protection; nature conservation","Article","Final","","Scopus","2-s2.0-0032535819"
"Ariffin R.; Richard A.; Noor Alam S.M.; Faridah-Hanum I.","Ariffin, Roslan (23027096300); Richard, Aldrich (23029018200); Noor Alam, Shaik Md. (23028579000); Faridah-Hanum, I. (23027360000)","23027096300; 23029018200; 23028579000; 23027360000","Biodiversity conservation model: The case of Perlis state park","2007","Malaysian Forester","70","2","","167","176","9","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-36749084749&partnerID=40&md5=e9f336cc62d02d957df6e22021ea4ba9","Perlis State Park (PSP) is located along the western border of Perlis, where Peninsular Malaysia meets Thailand. The park is situated in the Nakawan Range, the longest continuous range of limestone hills in the country. It is the first state park established by the State Forestry Department in Peninsular Malaysia by amending the National Forestry Act 1984 by adding a new class of forest and forest rules. The park was established to protect, preserve and conserve the biodiversity of the area and has become a flagship for ecotourism destination in the state of Perlis. The management of PSP's flora, fauna dan cultural heritage found in the park through zoning is discussed. The importance of establishing a transfrontier joint management committee with Thaleban National Park in Thailand is also highlighted.","Biodiversity; Conservation; Management; Perlis state park; Zoning","","Article","Final","","Scopus","2-s2.0-36749084749"
"Farashi A.; Naderi M.; Parvian N.","Farashi, Azita (36625248000); Naderi, Morteza (57189343785); Parvian, Naser (57186579900)","36625248000; 57189343785; 57186579900","Identifying a preservation zone using multi–criteria decision analysis; [Establecimiento de una zona de conservación utilizando el análisis de decisiones basadas en criterios múltiples]","2016","Animal Biodiversity and Conservation","39","1","","29","36","7","11","10.32800/abc.2016.39.0029","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961243833&doi=10.32800%2fabc.2016.39.0029&partnerID=40&md5=4d222024c75a40fb3c537d71b8ec600f","Zoning of a protected area is an approach to partition landscape into various land use units. The management of these landscape units can reduce conflicts caused by human activities. Tandoreh National Park is one of the most biologically diverse, protected areas in Iran. Although the area is generally designed to protect biodiversity, there are many conflicts between biodiversity conservation and human activities. For instance, the area is highly controversial and has been considered as an impediment to local economic development, such as tourism, grazing, road construction, and cultivation. In order to reduce human conflicts with biodiversity conservation in Tandoreh National Park, safe zones need to be established and human activities need to be moved out of the zones. In this study we used a systematic methodology to integrate a participatory process with Geographic Information Systems (GIS) using a multi–criteria decision analysis (MCDA) technique to guide a zoning scheme for the Tandoreh National Park, Iran. Our results show that the northern and eastern parts of the Tandoreh National Park that were close to rural areas and farmlands returned less desirability for selection as a preservation area. Rocky Mountains were the most important and most destructed areas and abandoned plains were the least important criteria for preservation in the area. Furthermore, the results reveal that the land properties were considered to be important for protection based on the obtained preservation zone. However, these parts are not fully covered under the current protection plans for the area. © 2016 Museu de Ciències Naturals de Barcelona.","MCDA; Preservation zone; Tandoreh national park; Zoning","Iran; biodiversity; decision analysis; GIS; multicriteria analysis; national park; participatory approach; zoning system","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84961243833"
"Lunn K.E.; Dearden P.","Lunn, Kristin E. (10739029000); Dearden, Philip (7004027719)","10739029000; 7004027719","Monitoring small-scale marine fisheries: An example from Thailand's Ko Chang archipelago","2006","Fisheries Research","77","1","","60","71","11","54","10.1016/j.fishres.2005.08.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-29844443597&doi=10.1016%2fj.fishres.2005.08.009&partnerID=40&md5=9ba74edbdbd77f9ec227443d6cd9721b","Small-scale fisheries provide food and income to millions of people worldwide, yet these fisheries are generally poorly documented and their impacts not well understood. Improved documentation of these fisheries is needed to gauge global trends, identify the threats to their sustainability, and assess management options. Combining semi-structured interviews and participant observation, this study provides baseline information about the nature and scale of small-scale fisheries in the Ko Chang archipelago, Thailand, as a first step towards instituting a monitoring and management strategy for the area. Although the area has been designated as a ""no-take"" Marine National Park, small-scale fisheries have continued virtually unabated within the park's boundaries. Small-scale fishers living in the park are involved primarily in the shrimp trammel net, squid trap, crab trap, fish gill net, hook-and-line, and reef fish trap fisheries. Small-scale fishing boats operating out of villages on Ko Chang and Ko Maisi Yai worked for an estimated 38,000 days/year and took 330,000 kg/year of target fish and invertebrates, based on extrapolations from interviews. Observed catches of target species were, however, an average of 42-64% lower than fishers' reported catches for the fisheries in which both data collection methods could be used. Such a finding suggests that future monitoring should rely on observational techniques to assess the catches and efforts of small-scale participants. Given the area's status as a national park, regular monitoring of the small-scale fisheries should be undertaken and multiple-use zoning be considered. © 2005 Elsevier B.V. All rights reserved.","Marine protected areas; Monitoring; Resource management; Small-scale fisheries; Sustainable use","Asia; Central Region [Thailand]; Eurasia; Ko Chang Archipelago; Southeast Asia; Thailand; Trat; Cephalopoda; Decapoda (Crustacea); Invertebrata; artisanal fishery; fishery management; protected area; resource management; sustainability","Article","Final","","Scopus","2-s2.0-29844443597"
"Tudoran G.M.","Tudoran, Gheorghe M. (55544608200)","55544608200","Regulations regarding the management of forests included in natural protected areas","2013","Bulletin of the Transilvania University of Brasov, Series II: Forestry, Wood Industry, Agricultural Food Engineering","6","1","","35","38","3","3","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880172154&partnerID=40&md5=732746e0ad1a69070e454e5c9ec7440d","In territories occupied by the natural protected areas, there can be constituted, considering the protection measures intensity order, the following internal zones: A. Strict protection zone, presenting an integral protection regime; B. Integral protection zones, where any activities regarding the exploitation or utilization of natural resources are forbidden, as well as any land utilization forms except those provided by law and management plans; C. Buffer zones (which are named sustainable conservation zones in national parks and sustainable management zones in natural parks) for which sustainable management measures are provided; D. Sustainable development zones.","Forest management; Internal zoning; Natural protected areas","","Article","Final","","Scopus","2-s2.0-84880172154"
"Lima L.P.Z.; Louzada J.; de Carvalho L.M.T.; Scolforo J.R.S.","Lima, Ludimilla Portela Zambaldi (57190213433); Louzada, Júlio (6701880100); de Carvalho, Luís Marcelo Tavares (17345141500); Scolforo, José Roberto Soares (6508238265)","57190213433; 6701880100; 17345141500; 6508238265","Vulnerability analysis for implementation of conservation units in the serra de carrancas microregion, mg; [Análise de vulnerabilidadenatural para implantação de unidades de conservação na microrregião da serra de carrancas, mg]","2011","Cerne","17","2","","151","159","8","9","10.1590/s0104-77602011000200002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959900975&doi=10.1590%2fs0104-77602011000200002&partnerID=40&md5=b50be7f1b64d0b68042057839f390967","Conservation Units are among the best methods found to secure biodiversity conservation. The physical and biotic characteristics of high altitude areas such as Serra de Carrancas and Luminárias, in Minas Gerais state, make these places a home to endemic species and to rich biodiversity. However, these environments are highly susceptible to fast advancing erosive processes that potentially lead to soil, habitat and species loss. This study aims to evaluate the physical and biotic characteristics of the Serra de Carrancas and Luminárias region using Natural Vulnerability indicators, and also to propose Conservation Unit implementation in areas which, as per this index, are considered environmentally critical and highly sensitive to anthropic actions. Biotic and abiotic indicators, as managed by a geographic information system, identifi ed the most vulnerable areas in the study site and, given the sensitivity and scope of Serra de Carrancas and Luminárias, a State Park was proposed. The natural vulnerability index proved to be an effective tool to pinpoint prospective conservation unit areas, gathering important environmental factors and thus improving the effi ciency of conservation strategies.","Biodiversity; Ecological-economic zoning; Indicator; SIG","Brazil; Minas Gerais; Serra de Carrancas; altitude; biodiversity; bioindicator; conservation management; conservation planning; ecological economics; ecological zonation; ecoregion; endemic species; environmental factor; environmental indicator; GIS; habitat loss; national park; vulnerability","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-79959900975"
"Duarte F.; Doherty G.; Nakazawa P.","Duarte, Fábio (55150497000); Doherty, Gareth (57189299850); Nakazawa, Paul (57193381279)","55150497000; 57189299850; 57193381279","Redrawing the boundaries: planning and governance of a marine protected area—the case of the Exuma Cays Land and Sea Park","2017","Journal of Coastal Conservation","21","2","","265","271","6","3","10.1007/s11852-017-0498-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013418924&doi=10.1007%2fs11852-017-0498-4&partnerID=40&md5=122f37dd584dc5f0ad5103a4fa54af63","Marine Protected Areas (MPAs) shield ocean environments from hazardous human activities, including the extraction of marine resources and excessive urban development. Delimitation, zoning and governance structures are some of the environmental management tools that are provided by MPAs. These management tools may be contentious when human settlements exist within an MPAs’ boundaries, since zoning affects existing human activities and potential developments, and managing structures overlap traditional governance arrangements. Varying perspectives emerge when each stakeholder is taken into consideration separately. Ideally all stakeholders with genuine interests in MPAs should take part in the delimitation, zoning and governance of these areas. However, governance is about reaching agreements amidst differences and is not just a matter of considering differences as singularities. In order to understand how multiple stakeholders would reach a shared environmental governance of an MPA, we took the Exuma Cays Land and Sea Park (ECLSP) in The Bahamas as a case study. The ECLSP, created in 1958, is co-managed by the Government of The Bahamas and the Bahamas National Trust (BNT), and contains within its boundaries uninhabited islands, islands occupied by local communities, and private islands mainly owned by foreigners or held in Bahamian trusts. In this study, we conducted an exercise with different stakeholders who were challenged to work together in redrawing the park’s boundaries, zoning and governance structures. Their individual opinions mattered less than the discussion and outcomes of their joint work. We conclude that a shared environmental governance structure does not eliminate all the frictions among stakeholders, but rather it makes them all aware of the natural and social complexities involved in managing MPAs, which improves stewardship and enhances the ECLSP’s legitimacy among stakeholders. © 2017, Springer Science+Business Media Dordrecht.","Bahamas; Governance; Marine national parks; Participatory process","Bahamas; environmental management; governance approach; human activity; local participation; marine environment; marine park; stakeholder; urban development","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85013418924"
"Davies M.; Newsome D.; Moncrieff D.; Smith A.","Davies, Michelle (36245893300); Newsome, David (7005545491); Moncrieff, Daryl (7005158472); Smith, Amanda (56128110000)","36245893300; 7005545491; 7005158472; 56128110000","Conserving the black-flanked rock-wallaby (petrogale lateralis lateralis) through tourism: Development of a habitat ranking system for translocated animals and the need for on-going management","2007","Conservation Science Western Australia","6","1","","1","12","11","4","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-36148959679&partnerID=40&md5=34eb8ff3ee424a29be715a8269e44f77","The Black-flanked Rock-Wallaby (Petrogale lateralis lateralis) was once widespread throughout Western Australia but due to a combination of factors its range has declined significantly and its present distribution is limited to a few widely scattered isolated populations. It is gazetted as vulnerable under Western Australian legislation and requires active management to ensure its survival. Translocating species to areas of suitable habitat, when coupled with predator control, is an effective method of expanding species distribution as well as increasing population numbers. This study investigated the requirements for both effective translocation and site assessment in relation to the development of tourism based on black-flanked rock-wallabies. A species-specific habitat ranking system was devised to identify suitable areas for translocated populations. This was followed by an assessment of the tourism potential of the identified sites. When both sets of results were added together potential sites were identified that could satisfy both habitat and tourism requirements. Avon Valley National Park and Billyacatting Nature Reserve were found to be the most suitable sites for translocating rock-wallabies on the basis of suitable habitat and the potential for subsequent development of wildlife tourism. Viable breeding population size, feral predator control, competing introduced herbivore control and fire management are all identified as aspects that require management action. Tourism management requires stakeholder liaison, possible zoning and separation strategies and appropriate waste disposal at tourism sites. Public contact with translocated animals requires an educative approach that avoids any feeding of wildlife. Relatively close contact between visitors and wildlife may be achieved through a process of habituation. Such strategies should however be subject to review.","Black-flanked rock-wallaby; Habitat ranking; Tourism potential; Translocations; Wildlife management","Australasia; Australia; Western Australia; Animalia; Petrogale; Petrogale lateralis lateralis; assessment method; breeding population; conservation management; ecotourism; habitat use; isolated population; mammal; nature reserve; population distribution; species conservation; stakeholder; tourism development; tourism management; translocation; waste disposal; wildlife management","Article","Final","","Scopus","2-s2.0-36148959679"
"Přikryl R.; Melounová L.; Vařilová Z.; Weishauptová Z.","Přikryl, R. (7003909199); Melounová, L. (16031598400); Vařilová, Z. (16032437600); Weishauptová, Z. (57203644093)","7003909199; 16031598400; 16032437600; 57203644093","Spatial relationships of salt distribution and related physical changes of underlying rocks on naturally weathered sandstone exposures (Bohemian Switzerland National Park, Czech Republic)","2007","Environmental Geology","52","2","","283","294","11","18","10.1007/s00254-006-0532-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33847722589&doi=10.1007%2fs00254-006-0532-6&partnerID=40&md5=52fe3d953095e3507302b5af3bfde421","Efflorescence, case hardening, and granular disintegration represent common weathering features of Upper Cretaceous quartz sandstones exposed in the Bohemian Switzerland National Park (NW Bohemia, Czech Republic). Salt species (sulphates: gypsum (CaSO4·2H2O), potassium alum (KAl(SO4)2·12H2O), tschermigite (NH 4Al(SO4)2·12H2O), alunite (K(Al3(SO4)2(OH)6), and alunogen (Al2(SO4)3·17H2O), minor nitrates: nitrammite (NH4NO3)) determined by X-ray diffraction exhibit vertical and geographic zoning. More soluble salts (chlorides, nitrates, tschermigite) crystallize preferentially on the cliffs exposed to the south, whereas the north face is characterized by the presence of less soluble phases: gypsum and K(Al3(SO4) 2(OH)6. Vertical zoning of salt distribution on natural outcrops differs from the salt distribution in masonry. Salt distribution near the base of the cliff (profile to about 2-2.5 m above the ground) is affected by capillary rise from the ground level (first maximum of water-soluble salts at the level of 1-1.5 m above the ground) and by percolation of precipitation through the overhanging rock sequence (second maximum of 2-2.5 m above the ground). Percolation of salt solution from higher parts is affected by the asperity of the rock surface. The concentration of salts (determined by ion exchange chromatography) correlates to the changes of physical properties: bulk porosity, microporosity and water absorption. The porosity, microporosity, moisture content and absorption generally increase with the increasing volume of sulphates and nitrates. © 2006 Springer-Verlag.","Czech Republic; Physical properties; Salts; Sandstone weathering; Zoning","Bohemia; Bohemian Switzerland National Park; Central Europe; Czech Republic; Eurasia; Europe; Ustecky; Capillarity; Crystallization; Percolation (computer storage); Physical properties; Quartz; Rocks; Salts; Weathering; Zoning; crystallization; masonry; moisture content; percolation; physical property; porosity; salt; sandstone; weathering; zoning; Overhanging rock sequences; Quartz sandstones; Sandstone weathering; Water-soluble salts; Sandstone","Article","Final","","Scopus","2-s2.0-33847722589"
"Worachananant S.; Carter R.W.; Hockings M.","Worachananant, Suchai (16204444000); Carter, R.W. (7402929191); Hockings, Marc (6602942638)","16204444000; 7402929191; 6602942638","Impacts of the 2004 tsunami on Surin Marine National Park, Thailand","2007","Coastal Management","35","2-3","","399","412","13","10","10.1080/08920750601169667","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34147129177&doi=10.1080%2f08920750601169667&partnerID=40&md5=0c45a392cd1a1b6cb61191d93eac0bc8","The impacts of the tsunami in 2004 on the reefs in Surin Marine National Park, Thailand, varied with the location and exposure of the reefs. Channel areas between islands were severely damaged. Areas with steep reef slopes were damaged by sand slides or coral collapse more than areas with low slopes. Massive, sub-massive, and encrusting corals were more resistant and resilient to the direct impact of the tsunami than branching, tabulate, and foliose life forms whereas the latter were more tolerant of temporary coverage by sand. Sub-massive corals were the most tolerant overall and survived sand coverage, breakage, and overturning. Live coral cover measured three months after the tsunami was significantly greater than immediately post-tsunami as broken, moved, or sand-covered corals, recorded as impacted in the initial survey, had survived and were regenerating. Low turbidity, lack of pollution, and mild currents possibly contributed to rapid recovery and limited long-term effects of the tsunami. Impact assessment shortly after a major disturbance may give an initial measure of damage but subsequent surveys must be undertaken to identify long-term effects. Understanding patterns of reef damage can help to formulate reef zoning and protection strategies in response to catastrophic events, but also in advance of such events to improve likely resilience of the marine park to disturbance.","Coral reef; Environmental impact; Management response; Surin Marine National Park; Tsunami","Asia; Eurasia; Northeastern Region; Southeast Asia; Surin; Thailand; Anthozoa; Coastal zones; Environmental impact; Reefs; Shore protection; Strategic planning; coral reef; environmental impact; marine park; tsunami; Management response; Marine park; Thailand; Tsunamis","Article","Final","","Scopus","2-s2.0-34147129177"
