"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"del Carmen Sabatini M.; Verdiell A.; Rodríguez Iglesias R.M.; Vidal M.","del Carmen Sabatini, María (6505991830); Verdiell, Adriana (6504322793); Rodríguez Iglesias, Ricardo M. (6603417323); Vidal, Marta (15837954600)","6505991830; 6504322793; 6603417323; 15837954600","A quantitative method for zoning of protected areas and its spatial ecological implications","2007","Journal of Environmental Management","83","2","","198","206","8","70","10.1016/j.jenvman.2006.02.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846678693&doi=10.1016%2fj.jenvman.2006.02.005&partnerID=40&md5=bcd2061b1c2f38a9ac979172b8671fca","Zoning is a key prescriptive tool for administration and management of protected areas. However, the lack of zoning is common for most protected areas in developing countries and, as a consequence, many protected areas are not effective in achieving the goals for which they were created. In this work, we introduce a quantitative method to expeditiously zone protected areas and we evaluate its ecological implications on hypothetical zoning cases. A real-world application is reported for the Talampaya National Park, a UNESCO World Heritage Site located in Argentina. Our method is a modification of the zoning forest model developed by Bos [Bos, J., 1993. Zoning in forest management: a quadratic assignment problem solved by simulated annealing. Journal of Environmental Management 37, 127-145.]. Main innovations involve a quadratic function of distance between land units, non-reciprocal weights for adjacent land uses (mathematically represented by a non-symmetric matrix), and the possibility of imposing a connectivity constraint. Due to its intrinsic spatial dimension, the zoning problem belongs to the NP-hard class, i.e. a solution can only be obtained in non-polynomial time [Nemhausser, G., Wolsey, L., 1988. Integer and Combinatorial Optimization. John Wiley, New York.]. For that purpose, we applied a simulated annealing heuristic implemented as a FORTRAN language routine. Our innovations were effective in achieving zoning designs more compatible with biological diversity protection. The quadratic distance term facilitated the delineation of core zones for elements of significance; the connectivity constraint minimized fragmentation; non-reciprocal land use weightings contributed to better representing management decisions, and influenced mainly the edge and shape of zones. This quantitative method can assist the zoning process within protected areas by offering many zonation scheme alternatives with minimum cost, time and effort. This ability provides a new tool to improve zoning within protected areas in developing countries. © 2006 Elsevier Ltd. All rights reserved.","Protected areas; Simulated annealing; Zoning","Argentina; City Planning; Conservation of Natural Resources; Ecology; Ecosystem; Forestry; Models, Theoretical; Rivers; Argentina; La Rioja [Argentina]; South America; Talampaya National Park; environmental management; protected area; quantitative analysis; simulated annealing; spatial analysis; zonation; Argentina; article; biodiversity; controlled study; developing country; ecology; environmental management; environmental protection; forest; hypothesis; land use; national park; quantitative analysis; zonation","Article","Final","","Scopus","2-s2.0-33846678693"
"Dehdar Dargahi M.; Karami M.; Khorasani N.","Dehdar Dargahi, M. (23466177700); Karami, M. (57213319018); Khorasani, N. (12775867900)","23466177700; 57213319018; 12775867900","Zoning of Dorfak Non-Hunting Area using GIS","2007","Journal of Environmental Studies","33","43","","51","60+6","","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-38349023134&partnerID=40&md5=cb5137d3980b687954ba6a61fa2d7485","In this study zoning for management plan of Dorfak Non-Hunting Area (37899 ha. North of Iran) has been implemented.First ecological and socio-economic resources were surveyed and mapped (scale 1:25000). Then data analysis and integration using Arcinfo workstation (ver.9) and arcview GIS (Ver.3.3 ) with system analysis approach were performed. As a result 8817 micro-ecosystem were mapped. Ecological capability of Mapping Unit (MU) was evaluated for: restricted nature reserve, protected, area, extensive use, intensive use, recovery, Special use, culture-historical and domestic zones, with the aid of specified ecological park management model. Finally with coordination of socio-economic data and ecological capability of MU, priority, ranking and arrangements of zones were mapped. The results show that %23.6 of allocated zones is suitable for restricted nature reserve zone, %.5 for conditional strict nature reserve , %45.2 for protected area zone, %.3 for protected and historical zone ,%8.7 for protected and recovery zone , %5 for recovery zone , %.04 for Intensive use zone, %8.8 for Extensive use zone, %0.11 for domestic use zone, %0.38 for culture-historical zone and %5.69 for buffer zone (with protected area & rehabilitation zones).","Dorfak; Geographic Information System (GIS); Non hunting area; Zoning system analysis","","Article","Final","","Scopus","2-s2.0-38349023134"
"Claudet J.; Osenberg C.W.; Benedetti-Cecchi L.; Domenici P.; García-Charton J.-A.; Pérez-Ruzafa A.; Badalamenti F.; Bayle-Sempere J.; Brito A.; Bulleri F.; Culioli J.-M.; Dimech M.; Falcón J.M.; Guala I.; Milazzo M.; Sánchez-Meca J.; Somerfield P.J.; Stobart B.; Vandeperre F.; Valle C.; Planes S.","Claudet, Joachim (8275355900); Osenberg, Craig W. (6603791253); Benedetti-Cecchi, Lisandro (7003582796); Domenici, Paolo (55901479500); García-Charton, José-Antonio (7801475324); Pérez-Ruzafa, Ángel (57908429700); Badalamenti, Fabio (6601967272); Bayle-Sempere, Just (6505967394); Brito, Alberto (7005411351); Bulleri, Fabio (6602577418); Culioli, Jean-Michel (7003956541); Dimech, Mark (6504413152); Falcón, Jesús M. (7006519233); Guala, Ivan (23994795800); Milazzo, Marco (7005837537); Sánchez-Meca, Julio (7003269023); Somerfield, Paul J. (6603901513); Stobart, Ben (23995901400); Vandeperre, Frédéric (23996117300); Valle, Carlos (7006339730); Planes, Serge (7004574648)","8275355900; 6603791253; 7003582796; 55901479500; 7801475324; 57908429700; 6601967272; 6505967394; 7005411351; 6602577418; 7003956541; 6504413152; 7006519233; 23994795800; 7005837537; 7003269023; 6603901513; 23995901400; 23996117300; 7006339730; 7004574648","Marine reserves: Size and age do matter","2008","Ecology Letters","11","5","","481","489","8","483","10.1111/j.1461-0248.2008.01166.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-41849136120&doi=10.1111%2fj.1461-0248.2008.01166.x&partnerID=40&md5=4771015956ecf79cf7d30932557e25fe","Marine reserves are widely used throughout the world to prevent overfishing and conserve biodiversity, but uncertainties remain about their optimal design. The effects of marine reserves are heterogeneous. Despite theoretical findings, empirical studies have previously found no effect of size on the effectiveness of marine reserves in protecting commercial fish stocks. Using 58 datasets from 19 European marine reserves, we show that reserve size and age do matter: Increasing the size of the no-take zone increases the density of commercial fishes within the reserve compared with outside; whereas the size of the buffer zone has the opposite effect. Moreover, positive effects of marine reserve on commercial fish species and species richness are linked to the time elapsed since the establishment of the protection scheme. The reserve size-dependency of the response to protection has strong implications for the spatial management of coastal areas because marine reserves are used for spatial zoning. © 2008 Blackwell Publishing Ltd/CNRS.","Asymmetrical analysis of variance; Coastal marine ecosystems; Commercial species; Fish assemblages; Heterogeneity; Marine protected area; Marine reserve age; Marine reserve design; Marine reserve network; Marine reserve size; Weighted meta-analysis","Animals; Atlantic Ocean; Biodiversity; Conservation of Energy Resources; Europe; Fisheries; Fishes; Mediterranean Sea; Time Factors; Pisces; age; commercial species; environmental protection; marine park; reserve design; size effect; species richness; animal; article; Atlantic Ocean; biodiversity; energy conservation; Europe; fish; food industry; Mediterranean Sea; time","Article","Final","","Scopus","2-s2.0-41849136120"
"Barcic D.; Panic N.","Barcic, Damir (15077918600); Panic, Nikolina (53364149700)","15077918600; 53364149700","Ecological valorisation of the protected area of ""Kopački rit"" nature park; [Ekološko vrednovanje u zaštićenom prostoru parka prirode kopački rit]","2011","Sumarski List","135","7-8","","379","390","11","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052999150&partnerID=40&md5=5cca1fab92408cccc80ceb89078ee1df","With its specific features, high diversity, and a multitude of exceptional ecological systems, the nature park of Kopački Rit is one of the most important areas in the east of Croatia. According to the National Habitat Classification and Map of the Republic of Croatia, there are 25 habitat types in the area of the nature park. Five of these are endangered at the European level and protected by the Habitats Directive. Kopački Rit Nature Park has been included on the Ramsar list as valuable natural heritage within the international framework. The floodplain area of Kopački Rit is essential due to the coherence and diversity of terrestrial and aquatic ecological systems. The paper addresses the need for ecological and spatial valorisation of the protected area as an instrument for discriminating between primary and secondary protection. Kopački Rit is a floodplain area resulting from the activity of two large rivers: the Danube and the Drava. Spatial analysis of Kopački Rit Nature Park was made on the basis of the existing spatial plan (2006) of the area. Comparative methods, as well as the analysis and synthesis method were used for the process. A qualitative analytical method with element gradation within four analysis fields was used - strengths, weaknesses, opportunities and threats (SWOT analysis). A structural area analysis (Figure 1) was made according to Lynch (1972). The effect of the activities on biological and landscape diversity was analyzed in the results. The analysis included the effects of forestry, water management, agriculture, game management, traffic, and war events (Table 1 and 2). Based on the management plan, zonation was performed by defining the main zones and determining the sub-zones (Figure 2). The zones were described and the zonation criteria and management goals were provided. In doing so, the difference between the zones of strict protection and active protection was accentuated. The goal of management is to ensure a sustainable use of floodplain valleys and allow visits, recreational fishing, hunting, forestry and agriculture. In order to improve habitat quality, use of the area should be limited by management measures. Ecological and spatial analyses of the protected nature park area were used to determine the difference between individual units within Kopački Rit. Special zones of the basic phenomenon were highlighted, which coincides with the zoning concept within the nature park. In this sense, primary and secondary protection was discriminated.","Diversity; Habitat; Nature protection; Sustainable development; Zoning","Agriculture; Ecosystems; Forestry; Forests; Sustainable Forest Management; Water Management; Croatia; Kopacki Rit Nature Park; Banks (bodies of water); Ecosystems; Forestry; Management; Parks; Spatial variables measurement; Sustainable development; Timber; Water management; Zoning; Active protection; Analysis and synthesis; Comparative methods; Croatia; Diversity; Ecological systems; European levels; Flood plains; Game management; Habitat; Habitat classification; Habitat quality; Habitat type; Landscape diversity; Large rivers; Management goals; Management measures; Management plans; Nature protection; Protected areas; Qualitative analytical methods; Secondary protection; Spatial analysis; Sustainable use; SWOT analysis; Valorisation; comparative study; environmental economics; floodplain; globalization; habitat quality; habitat type; protected area; qualitative analysis; species diversity; sustainable development; water management; zoning; Environmental protection","Article","Final","","Scopus","2-s2.0-80052999150"
"Hull V.; Xu W.; Liu W.; Zhou S.; Viña A.; Zhang J.; Tuanmu M.-N.; Huang J.; Linderman M.; Chen X.; Huang Y.; Ouyang Z.; Zhang H.; Liu J.","Hull, Vanessa (24472727900); Xu, Weihua (55487629900); Liu, Wei (56436984700); Zhou, Shiqiang (12781668300); Viña, Andrés (7003596463); Zhang, Jindong (12041725600); Tuanmu, Mao-Ning (35790489700); Huang, Jinyan (55881736700); Linderman, Marc (6701518355); Chen, Xiaodong (36552055500); Huang, Yan (55168790000); Ouyang, Zhiyun (7006468812); Zhang, Hemin (7409190854); Liu, Jianguo (35491043300)","24472727900; 55487629900; 56436984700; 12781668300; 7003596463; 12041725600; 35790489700; 55881736700; 6701518355; 36552055500; 55168790000; 7006468812; 7409190854; 35491043300","Evaluating the efficacy of zoning designations for protected area management","2011","Biological Conservation","144","12","","3028","3037","9","99","10.1016/j.biocon.2011.09.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-83555165081&doi=10.1016%2fj.biocon.2011.09.007&partnerID=40&md5=7fe57093e092272a069573907e07871d","Protected areas worldwide are facing increasing pressures to co-manage human development and biodiversity conservation. One strategy for managing multiple uses within and around protected areas is zoning, an approach in which spatial boundaries are drawn to distinguish areas with varying degrees of allowable human impacts. However, zoning designations are rarely evaluated for their efficacy using empirical data related to both human and biodiversity characteristics. To evaluate the effectiveness of zoning designations, we developed an integrated approach. The approach was calibrated empirically using data from Wolong Nature Reserve, a flagship protected area for the conservation of endangered giant pandas in China. We analyzed the spatial distribution of pandas, as well as human impacts (roads, houses, tourism infrastructure, livestock, and forest cover change) with respect to zoning designations in Wolong. Results show that the design of the zoning scheme could be improved to account for pandas and their habitat, considering the amount of suitable habitat outside of the core zone (area designated for biodiversity conservation). Zoning was largely successful in containing houses and roads to their designated experimental zone, but was less effective in containing livestock and was susceptible to boundary adjustments to allow for tourism development. We identified focus areas for potential zoning revision that could better protect the panda population without significantly compromising existing human settlements. Our findings highlight the need for evaluating the efficacy of zoning in other protected areas facing similar challenges with balancing human needs and conservation goals, not only in China but also around the world. © 2011 Elsevier Ltd.","Conservation; Development; Giant panda; Protected area; Zoning","China; Sichuan; Wolong Nature Reserve; Ailuropoda; Ailuropoda melanoleuca; anthropogenic effect; bear; biodiversity; endangered species; habitat conservation; human settlement; protected area; tourism development; zoning","Article","Final","","Scopus","2-s2.0-83555165081"
"Murota T.; Glazyrina I.","Murota, Takesi (35751155800); Glazyrina, Irina (7801458711)","35751155800; 7801458711","Common-pool resources in East Russia: A case study on the creation of a new national park as a form of community-based natural resource governance","2010","Environmental Economics and Policy Studies","11","1","","37","52","15","4","10.1007/s10018-009-0160-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77949556925&doi=10.1007%2fs10018-009-0160-y&partnerID=40&md5=c652ed1c6c4e7240071626370694070c","An institutional system for community-based governance of common-pool resources (CPRs) was recently established in Eastern Siberia, Russia. We analyze the features of the raw-material economy, which is still typical for Russian regions, and then we argue that contextual factors are crucial for the success of community-based governance of CPRs in creation and development of protected areas. Our focus is on the creation of the Alkhanay National Park, which was a unique event because of the competition between two rival projects: gold mining and a national park. Local contextual factors of holy Buddhist places, natural attractions, and long-standing traditions of health treatment in mineral springs played key roles. Remote contextual factors, such as the participation of Siberian scientists of the Russian Academy of Sciences in the project and the state ownership of natural resources in this area, also played a positive role in the process. A very important instrument for community-based governance is functional zoning, where different community interests of agricultural, historical, and cultural traditions; religious and native customs; and a new economy based on tourism and recreation are taken into account. We conclude that such zoning is effective for sustainable development of the area. © 2010 Springer.","Alkhanay National Park; Common-pool resources; Community-based governance; Gold mining; Russia","","Article","Final","","Scopus","2-s2.0-77949556925"
"Douvere F.","Douvere, Fanny (14059968800)","14059968800","The importance of marine spatial planning in advancing ecosystem-based sea use management","2008","Marine Policy","32","5","","762","771","9","765","10.1016/j.marpol.2008.03.021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-47849124592&doi=10.1016%2fj.marpol.2008.03.021&partnerID=40&md5=68ab73a9160908134e5fbd5b2ee36048","During the past 10 years, the evolution of marine spatial planning (MSP) and ocean zoning has become a crucial step in making ecosystem-based, sea use management a reality. The idea was initially stimulated by international and national interest in developing marine protected areas, e.g., the Great Barrier Reef Marine Park. More recent attention has been placed on managing the multiple use of marine space, especially in areas where conflicts among users and the environment are already clear, e.g., in the North Sea. Even more recent concern has focused on the need to conserve nature, especially ecologically and biologically sensitive areas, in the context of multi-use planning of ocean space. Despite academic discussions and the fact that some countries already have started implementation, the scope of MSP has not been clearly defined. Terms such as integrated management, marine spatial management, and ocean zoning are all used inconsistently. This is one of the reasons why its importance is not more seriously reflected at the levels of policy and decision-making in most countries. This article attempts to deal with this problem. It describes why MSP is an essential step to achieve ecosystem-based sea use management, how it can be defined and what its core objectives are. The article concludes with an analysis of the use and achievements of MSP worldwide, with particular focus on new approaches in Europe. © 2008 Elsevier Ltd. All rights reserved.","Ecosystem-based management; Marine spatial planning; Sea use management","Atlantic Ocean; Australasia; Australia; Great Barrier Reef Marine Park; North Sea; Queensland; decision making; ecosystem management; marine environment; marine park; marine policy; nature conservation; protected area; spatial planning","Article","Final","","Scopus","2-s2.0-47849124592"
"Geneletti D.; van Duren I.","Geneletti, Davide (6603147495); van Duren, Iris (57204594329)","6603147495; 57204594329","Protected area zoning for conservation and use: A combination of spatial multicriteria and multiobjective evaluation","2008","Landscape and Urban Planning","85","2","","97","110","13","177","10.1016/j.landurbplan.2007.10.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-40649123610&doi=10.1016%2fj.landurbplan.2007.10.004&partnerID=40&md5=0979a6209706a8f123ddc9c6378d1762","Protected area zoning is a decision-making issue that inherently requires the evaluation of multiple land attributes according to multiple objectives. To promote transparency and facilitate communication with stakeholders, a clear step-by-step methodology needs to be adopted. This paper applies multicriteria decision analysis techniques in a spatial context to support zoning of the Paneveggio-Pale di S. Martino Natural Park (Italy). According to law provisions, the park is to be zoned into three protection levels, ranging from strict nature conservation to promotion of tourism and recreation. Firstly, spatial zoning elements were identified by partitioning the park into homogeneous land units. Subsequently, a GIS-based land suitability analysis was carried out for each protection level, and then aggregated into land units. Finally, land allocation was performed by assigning a protection level to each unit. For this purpose, a decision rule was applied based on an algorithm that optimizes choices by taking into account simultaneously the suitability of a unit for all protection levels. Different methods were tested and the stability of the results was assessed through sensitivity analysis. Through this study, we aimed at suggesting to park's management and other stakeholders an approach that is scientifically sound and practical. © 2007 Elsevier B.V. All rights reserved.","Biodiversity; Land allocation; Land suitability; Natural park; Sensitivity analysis","Alps; Dolomites; Eastern Alps; Eurasia; Europe; Italy; Paneveggio-Pale di San Martino Nature Park; Southern Europe; Trentino-Alto Adige; Trento; Algorithms; Conservation; Decision making; Geographic information systems; Multiobjective optimization; Sensitivity analysis; Decision rule; Protected area zoning; Protection level; biodiversity; decision analysis; decision making; GIS; land evaluation; multicriteria analysis; multiobjective programming; nature conservation; park management; protected area; recreational activity; sensitivity analysis; spatial variation; tourism development; zoning system; Urban planning","Article","Final","","Scopus","2-s2.0-40649123610"
"Blouch R.A.","Blouch, Raleigh A. (6506584009)","6506584009","Zoning for people within Indonesia's Kerinci Seblat National Park","2010","Journal of Sustainable Forestry","29","2","","432","450","18","6","10.1080/10549810903550852","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77953666708&doi=10.1080%2f10549810903550852&partnerID=40&md5=415c1f2a5295f596f2807f9b204160f2","The Kerinci Seblat National Park's zoning plan provides for the establishment of use zones designed to stop further forest conversion while recognizing the land-use rights of people who have long resided within the park. Trial implementation focused on three villages, two of which qualified for use zone establishment. Park guards and local residents mapped with GPS units, and marked in the field, the boundary of special use zones within which villagers could continue to cultivate the land. Use zone agreements were drafted clarifying rights and responsibilities of local people, local governments, and park authorities; however, neither agreement was finalized. The successes and failures of the trial implementation are discussed. © Taylor & Francis Group, LLC.","Comanagement; ICDP; Indonesia; Kerinci Seblat; National park; Protected area management; Sumatra; Zoning","Greater Sunda Islands; Indonesia; Kerinci Seblat National Park; Sumatra; Sunda Isles; Environmental protection; Zoning; Co-management; Indonesia; National park; National parks; Protected area management; Sumatra; comanagement; forest management; land rights; local government; national park; protected area; zoning system; Parks","Article","Final","","Scopus","2-s2.0-77953666708"
"Lester S.E.; Halpern B.S.","Lester, Sarah E. (8134852700); Halpern, Benjamin S. (7103099423)","8134852700; 7103099423","Biological responses in marine no-take reserves versus partially protected areas","2008","Marine Ecology Progress Series","367","","","49","56","7","223","10.3354/meps07599","https://www.scopus.com/inward/record.uri?eid=2-s2.0-53949105031&doi=10.3354%2fmeps07599&partnerID=40&md5=5718a29575eeff24eb301644a64d1c7c","Marine Protected Areas (MPAs) are a common tool for conserving and managing marine and coastal ecosystems. MPAs encompass a range of protection levels, from fully protected no-take reserves to restriction of only particular activities, gear types, user groups, target species, or extraction periods. There is a growing body of scientific evidence supporting the ecological benefits of full reserve protection, but it is more difficult to generalize about the effects of other types of MPAs, in part because they include a range of actual protection levels. However, it is critical to determine whether partial protection and no-take reserves provide similar ecological benefits given potential economic costs of lost fishing grounds in no-take areas, common sociopolitical opposition to full protection, and promotion of partially protected areas as a compromise solution in ocean zoning disputes. Here we synthesize all empirical studies comparing biological measures (biomass, density, species richness, and size of organisms) in no-take marine reserves and adjacent partially protected and unprotected areas across a range of geographic locations worldwide. We demonstrate that while partially protected areas may confer some benefits over open access areas, no-take reserves generally show greater benefits and yield significantly higher densities of organisms within their boundaries relative to partially protected sites nearby. © Inter-Research 2008.","Conservation; Marine protected areas; Marine reserves; Ocean zoning; Protection level","coastal zone management; conservation management; ecological zonation; empirical analysis; marine park; population density","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-53949105031"
"Ruiz-Labourdette D.; Schmitz M.F.; Montes C.; Pineda F.D.","Ruiz-Labourdette, Diego (35751624400); Schmitz, María F. (7201996116); Montes, Carlos (7005310644); Pineda, Francisco D. (7003594027)","35751624400; 7201996116; 7005310644; 7003594027","Zoning a Protected Area: Proposal Based on a Multi-thematic Approach and Final Decision","2010","Environmental Modeling and Assessment","15","6","","531","547","16","17","10.1007/s10666-010-9223-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78049258261&doi=10.1007%2fs10666-010-9223-5&partnerID=40&md5=f083cc5040c7ae81bb270fad9b73b780","The Madrid Regional Government (Central Spain) proposes a zone of the Guadarrama Mountains to be declared as a National Park. This paper reports on the zoning method developed to this end. The procedure followed considers compatibility of land uses with landscape characteristics and proposes protecting a part of the zone through declaration of National Park status and declaring another part as a Regional Park. The approach is based upon a multivariate environmental analysis aimed at zoning for optimal location of potential activities. The zoning permits the design of protected areas following the criteria underlying the declaration of these two categories in accordance with the Spanish environmental legislation in force. A practical tool for policy decision-making is provided. However, the final decision taken by policymakers in the design and zoning of protected areas differed from the model output used by the scientists. This is discussed in the paper to illustrate the interactions between political decision-making and scientific modelling. © 2010 Springer Science+Business Media B.V.","Decision-making Tools; Landscape Use Compatibility; Method for Zoning Protected Areas; Nature Conservation Policy; Protected Area Design; Science Policy Conflict","Sierra de Guadarrama; Sistema Central; Spain; Decision making; Environmental protection; Land use; Laws and legislation; Multivariant analysis; Zoning; Decision making tool; Environmental analysis; Environmental legislations; Landscape characteristic; Landscape Use Compatibility; Potential activities; Protected areas; Science policies; decision making; environmental legislation; land use change; multivariate analysis; protected area; zoning; Conservation","Article","Final","","Scopus","2-s2.0-78049258261"
"Johnson A.; Vongkhamheng C.; Hedemark M.; Saithongdam T.","Johnson, Arlyne (55871896200); Vongkhamheng, C. (15027725700); Hedemark, M. (13006182100); Saithongdam, T. (15027512100)","55871896200; 15027725700; 13006182100; 15027512100","Effects of human-carnivore conflict on tiger (Panthera tigris) and prey populations in Lao PDR","2006","Animal Conservation","9","4","","421","430","9","138","10.1111/j.1469-1795.2006.00049.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750165444&doi=10.1111%2fj.1469-1795.2006.00049.x&partnerID=40&md5=f1b14bf7be34c992e31e8f9d70d3875d","Unique to South-east Asia, Lao People's Democratic Republic contains extensive habitat for tigers and their prey within a multiple-use protected area system covering 13% of the country. Although human population density is the lowest in the region, the impact of human occurrence in protected areas on tiger Panthera tigris and prey populations was unknown. We examined the effects of human-carnivore conflict on tiger and prey abundance and distribution in the Nam Et-Phou Louey National Protected Area on the Lao-Vietnam border. We conducted intensive camera-trap sampling of large carnivores and prey at varying levels of human population and monitored carnivore depredation of livestock across the protected area. The relative abundance of large ungulates was low throughout whereas that of small prey was significantly higher where human density was lower. The estimated tiger density for the sample area ranged from 0.2 to 0.7 per 100 km2. Tiger abundance was significantly lower where human population and disturbance were greater. Three factors, commercial poaching associated with livestock grazing followed by prey depletion and competition between large carnivores, are likely responsible for tiger abundance and distribution. Maintaining tigers in the country's protected areas will be dependent on the spatial separation of large carnivores and humans by modifying livestock husbandry practices and enforcing zoning. © 2006 The Zoological Society of London.","Carnivores; Human-wildlife conflict; Laos; Mark-recapture; Protected areas","Asia; Eurasia; Laos; Southeast Asia; Panthera; Panthera tigris; Ungulata; abundance; anthropogenic effect; carnivore; ecological impact; habitat conservation; mammal; population distribution; prey capture; protected area","Article","Final","","Scopus","2-s2.0-33750165444"
"García-Charton J.A.; Pérez-Ruzafa A.; Marcos C.; Claudet J.; Badalamenti F.; Benedetti-Cecchi L.; Falcón J.M.; Milazzo M.; Schembri P.J.; Stobart B.; Vandeperre F.; Brito A.; Chemello R.; Dimech M.; Domenici P.; Guala I.; Le Diréach L.; Maggi E.; Planes S.","García-Charton, J.A. (7801475324); Pérez-Ruzafa, A. (57908429700); Marcos, C. (8842669400); Claudet, J. (8275355900); Badalamenti, F. (6601967272); Benedetti-Cecchi, L. (7003582796); Falcón, J.M. (7006519233); Milazzo, M. (7005837537); Schembri, P.J. (6602843537); Stobart, B. (23995901400); Vandeperre, F. (23996117300); Brito, A. (7005411351); Chemello, R. (6603179323); Dimech, M. (6504413152); Domenici, P. (55901479500); Guala, I. (23994795800); Le Diréach, L. (6507482195); Maggi, E. (7103121288); Planes, S. (7004574648)","7801475324; 57908429700; 8842669400; 8275355900; 6601967272; 7003582796; 7006519233; 7005837537; 6602843537; 23995901400; 23996117300; 7005411351; 6603179323; 6504413152; 55901479500; 23994795800; 6507482195; 7103121288; 7004574648","Effectiveness of European Atlanto-Mediterranean MPAs: Do they accomplish the expected effects on populations, communities and ecosystems?","2008","Journal for Nature Conservation","16","4","","193","221","28","137","10.1016/j.jnc.2008.09.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-57049173922&doi=10.1016%2fj.jnc.2008.09.007&partnerID=40&md5=66f5e83eccc1c18c0690b72f5b8d04a0","The success of MPAs in conserving fishing resources and protecting marine biodiversity relies strongly on how well they meet their planned (or implicit) management goals. From a review of empirical studies aiming at assessing the ecological effects of Mediterranean and Macaronesian MPAs, we conclude that establishing an MPA is successful for (i) increasing the abundance/biomass, (ii) increasing the proportion of larger/older individuals, and (iii) enhancing the fecundity of commercially harvested populations; also, MPAs demonstrated to be effective for (iv) augmenting local fishery yields through biomass exportation from the protected area, and (v) inducing shifts in fish assemblage structure by increasing the dominance of large predator species. However, the attraction for tourism and diving due to ecological benefits of protection can cause damages likely to reverse some of the MPA effects. Other expected effects are more subject to uncertainty, and hence need more research, such as (vi) causing density-dependent changes in life history traits and (vii) protecting the recruitment of commercially important species, (viii) protecting marine biodiversity (including genetic diversity), (ix) causing ecosystem-wide effects such as trophic cascades, and (x) increasing community and ecosystem stability, thus promoting resilience and faster recovery from disturbance. Meta-analysis of data arising from these case studies are used to establish the overall effect of MPAs, and its relationship to MPA features, such as size of no-take area or time since protection. Based on the review and the meta-analyses, specific recommendations are provided for MPA management, regarding the establishment of goals and objectives, site selection, MPA design and zoning, planning, and monitoring. Finally, a series of recommendations for MPA research are offered to drive future research in MPA issues in the Mediterranean and Macaronesia. © 2008 Elsevier GmbH. All rights reserved.","Coastal habitats; Coastal populations and communities; Macaronesia; Marine conservation; Marine protected areas; Marine reserve; Mediterranean; Meta-analysis","Atlantic islands; Atlantic Ocean; Macaronesia; Mediterranean Sea; abundance; biodiversity; biomass; coastal zone; empirical analysis; fecundity; fishing; marine ecosystem; marine park; meta-analysis; nature conservation; population ecology; protected area","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-57049173922"
"Christopoulou O.; Trizoni E.","Christopoulou, O. (6505784267); Trizoni, E. (18042839000)","6505784267; 18042839000","Planning of human activities based on the views of local authorities in protected areas: The case of Mountain Pelion, Greece","2007","International Journal of Sustainable Development and Planning","2","1","","44","56","12","2","10.2495/SDP-V2-N1-44-56","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34547547972&doi=10.2495%2fSDP-V2-N1-44-56&partnerID=40&md5=3922a6935564fedc6b3e66d00054cbf4","The subject of this paper is the research into the opinions of the local authorities in the region of Pelion, which is a part of the Natura 2000 network of protected areas, with regard to zoning and planning in the region. In particular, the objectives of the present research are: local authorities' views on current planning and zoning (positive and negative), and on theories for future planning and zoning and the desirability/undesirability of their outcomes; the problems (developmental, environmental and social problems concerning the implementation of Natura 2000) faced in the area; the targets local communities would like to see accomplished by Natura 2000 and their suggestions on how these targets could be achieved; and how to solve local problems. The findings and the conclusions of this research reveal a conflict between policymakers and local communities. Much closer collaboration between the two is required before any long-term policy of development can have any chance of success. From this research it was found that local authorities propose: (a) zoning with moderate levels of protection, (b) terms and conditions of protection which focus on hunting and tree-felling and (c) mixed management teams (European, state and local agents.).","Local authorities; Protected areas; Zoning","","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-34547547972"
