"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Mark A.F.; Johnson P.N.","Mark, Alan F. (7202572736); Johnson, Peter N. (55475386500)","7202572736; 55475386500","Ecologically derived guidelines for managing two New Zealand lakes","1985","Environmental Management","9","4","","355","363","8","10","10.1007/BF01867306","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0021967019&doi=10.1007%2fBF01867306&partnerID=40&md5=ea53b415b0076595afb41debaaa008a3","Lakes Manapouri and Te Anau, in Fiordland National Park, became the center of a major controversy after the New Zealand government offered their water resource to an overseas aluminum smelting consortium for electricity generation. Although the scheme proceeded, the lake levels were not raised as originally proposed. Rather, government sought guidelines to optimize hydroelectric potential while maintaining ecological stability of the vulnerable, largely forested, glaciated lakeshores. Guidelines were derived by relating the vegetation zonation to the natural lake-level fluctuations recorded daily for 37 years. A high operating range in the upper third of the lakes' natural ranges, based on flood tolerances of the woody shoreline species, restricts both duration and frequency. A low operating range (ca. lower third) safeguards stability of shoreline sediments by limiting drawn-down rates, duration, and frequency. The main operating range (ca. middle third) has few limitations. These guidelines, which allow utilization of ca. 93% of the water resource, have now been verified by instances of flooding and draw-down rates that exceeded the natural rates recorded earlier. The guidelines were officially accepted by the government in 1977 as a basis for managing the valuable multiple resources of these two lakes and their environs, and they were formalized in legislation in 1981. The details and merits of the guideline approach are discussed. © 1985 Springer-Verlag New York Inc.","Applied ecology; Conservation; Fiordland; Hydroelectricity; Lake levels; Lake Manapouri; Lake shore vegetation; Lake Te Anau; National Park; New Zealand","lake water; ecology; geographic distribution; new zealand; nonhuman; water management","Article","Final","","Scopus","2-s2.0-0021967019"
"Engelhart S.E.; Horton B.P.; Roberts D.H.; Bryant C.L.; Corbett D.R.","Engelhart, Simon E. (16303496500); Horton, Benjamin P. (7006721073); Roberts, David H. (55465528400); Bryant, Charlotte L. (7103310211); Corbett, D. Reide (34568859600)","16303496500; 7006721073; 55465528400; 7103310211; 34568859600","Mangrove pollen of Indonesia and its suitability as a sea-level indicator","2007","Marine Geology","242","1-3","","65","81","16","56","10.1016/j.margeo.2007.02.020","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34447261211&doi=10.1016%2fj.margeo.2007.02.020&partnerID=40&md5=9e1b5b15b6ad2669ecc57974e3adc6aa","We investigated the mangroves of Southeast Sulawesi, Indonesia, to assess their potential as proxies for reconstructing sea level during the Holocene. Initial investigations confirmed that the mangrove species demonstrate zonations parallel to the shoreline and are dominated by the family Rhizophoraceae with Avicennia, Heritiera and Sonneratia also important constituents of the mangroves. We investigated the vertical distributions of pollen assemblages at three sites. Partial CCA analysis demonstrated that at all three sites, elevation was a significant control on the distribution of pollen assemblages in surface samples. We combined the three contemporary transects to develop a regional transfer function to explain the relationship between the surface assemblages and elevations using the Maximum Likelihood (ML) method. The developed transfer function indicated mangrove pollen can be used as a precise indicator of past sea levels with an error of ± 0.22 m. The transfer function was applied to two fossil cores from the Wakatobi Marine National Park and evaluated using the Modern Analogue Technique. Both cores showed similar patterns in changes of palaeo mangrove elevation and had modern analogues in the contemporary training set. We conclude that mangrove pollen is a suitable proxy for reconstructing sea level in tropical environments. © 2007 Elsevier B.V. All rights reserved.","Indonesia; mangrove; palaeoenvironmental change; palynology; sea level; Sulawesi","Asia; Eurasia; Greater Sunda Islands; Indonesia; Malay Archipelago; Southeast Asia; Southeast Sulawesi; Sulawesi; Sunda Isles; Wakatobi Marine National Park; Avicennia; Heritiera; Rhizophoraceae; Sonneratia; Biomarkers; Maximum likelihood; Parks; Sea level; Holocene; Mangrove pollen; Palaeoenvironmental change; Palynology; Holocene; mangrove; maximum likelihood analysis; paleoenvironment; palynology; pollen; reconstruction; sea level; shoreline; tropical environment; vertical distribution; Plants (botany)","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-34447261211"
"Ojany F.F.","Ojany, Francis Frederick (6506482792)","6506482792","Mount Kenya biosphere reserve","2008","International Journal of Environment and Sustainable Development","7","2","","170","190","20","3","10.1504/IJESD.2008.018362","https://www.scopus.com/inward/record.uri?eid=2-s2.0-43749104704&doi=10.1504%2fIJESD.2008.018362&partnerID=40&md5=cd636c98ef4ca6f010ecba98e8f3d771","Mount Kenya rises to 5199 m. a.s.l. and thus a major landmark. The mountain is a Pleistocene composite dormant volcano. It is a major water-tower that serves lowland inhabitants up to the Indian Ocean. It was protected as National Park in 1949 and in 1978, its summit and the Park became a BR and a World Heritage Site in 1999. Its main virtues include a rich biodiversity and the only glacial remnant in the country and its hydropower services the whole country. Mount Kenya Global Atmospheric Watch Station is expected to contribute data from the equator. Its vegetation zonation is one of the global wonders whose preservation is critical. One of the pressing challenges to the mountain is to address the high human population in the transition zone so that man and nature can live in harmony. Copyright © 2008 Inderscience Enterprises Ltd.","Dormant volcano; Glaciation level; Global atmospheric watch; National landmark; Sustainable use; Vegetation zonation","Biodiversity; Hydroelectric power plants; Vegetation; Volcanoes; Watches; Water towers; Dormant volcano; Glaciation level; Global atmospheric watches; National landmark; Sustainable use; Glacial geology","Review","Final","","Scopus","2-s2.0-43749104704"
"Weglarski K.","Weglarski, K. (6507552117)","6507552117","Vegetational zonation in the Paistunturit-Massif in the Kevo National Park (north Finland)","1988","Fragmenta Floristica et Geobotanica","33","1-2","","191","210","19","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024183853&partnerID=40&md5=0f8434d196016cc6a9723149121b9455","Observations were made along the transect from the pine forest zone through the upper forest limit, subalpine birch thicket zone up to the transitional zone between the birch thicket and alpine zone. -from Author","","Finland; Kevo National Park; Paistunturit-Massif; alpine; birch; forest; pine; subalpine; zonation","Article","Final","","Scopus","2-s2.0-0024183853"
"Heiken G.; Eichelberger J.C.","Heiken, Grant (7003885843); Eichelberger, John C. (7005103953)","7003885843; 7005103953","Eruptions at Chaos Crags, Lassen Volcanic National Park, California","1980","Journal of Volcanology and Geothermal Research","7","3-4","","443","481","38","98","10.1016/0377-0273(80)90042-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0018922115&doi=10.1016%2f0377-0273%2880%2990042-6&partnerID=40&md5=3fdb7c309b0e00efdf3e4cdef2df8031","Chaos Crags are a group of silicic lava domes and associated tephra deposits composed of intermediate and silicic lavas on the edge of the central plateau of Lassen Volcanic National Park, California. The plateau coincides with a negative gravity anomaly interpreted as a large silicic magma reservoir. About 0.15 km3 of rhyodacitic pyroclastic flows were erupted 1100 years ago from vents beneath the present Crags and flowed for 21 km down the valleys of Lost and Manzanita Creeks. Pumice pyroclasts in the flows are characterized by high phenocryst content and low vesicularity. These eruptions were followed by the extrusion of 1.25 km3 of dacitic lava as a stubby flow and three-lobed dome. The tephra and lava appear to be products of intrusion of mostly liquid high-alumina basalt into a large, partially crystallized rhyolitic magma body with subsequent mixing. The earliest tephra contain only a minor basaltic component while the youngest portion of the Crags contains approximately 20%. This change with time reflects either a vertical zonation in the magma inherited from the mixing event or a continued admixing of basaltic magma within the chamber during the span of eruptive period. © 1980.","","","Article","Final","","Scopus","2-s2.0-0018922115"
"Kotowski W.; Thörig W.; Van Diggelen R.; Wassen M.J.","Kotowski, Wiktor (7005908538); Thörig, Werner (15840684000); Van Diggelen, Rudy (6701443879); Wassen, Martin Joseph (7004243498)","7005908538; 15840684000; 6701443879; 7004243498","Competition as a factor structuring species zonation in riparian fens - A transplantation experiment","2006","Applied Vegetation Science","9","2","","231","240","9","46","10.1658/1402-2001(2006)9[231:CAAFSS]2.0.CO;2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846845028&doi=10.1658%2f1402-2001%282006%299%5b231%3aCAAFSS%5d2.0.CO%3b2&partnerID=40&md5=7c1e6734dcecf0df4a4f61f8c88c5293","Question: What is the relative importance of competition and physical factors in restricting the occurrence of different fen species to certain zones of the riparian landscape? Location: Biebrza National Park, NE Poland. Methods: We carried out a two-season reciprocal transplantation experiment: sod-blocks were replaced between a low-productive groundwater-fed small-sedge fen and a high-productive fluviogenous tall-sedge fen. Five treatments were applied to the transplanted sods: (1) no manipulation; (2) fertilization with NPK to exclude the effect of nutrient limitation; (3) clipping vegetation around the transplant to exclude competition for light; (4) clipping + fertilizing; (5) sods were also transplanted within their own environment. Results: After two seasons, the small-sedge sods transplanted into the high-productive zone had a biomass two times lower than that of the control transplants, mainly due to a decrease in small sedges and bryophytes. Tall sedges of the high-productive zone did not respond significantly to transplantation in the low-productive zone. Removal of the surrounding vegetation largely enhanced the growth of small sedges and bryophytes and, to a lesser degree, of tall sedges. Fertilization, on the other hand, resulted in increased growth of tall sedges, grasses and non-graminoid herbs. Conclusion: Species characteristic of low-productive fen communities are competitively excluded from the high-productive zone through light competition. In contrast, the performance of tall sedges in the low-productive zone is lowered by nutrient limitation. In the long run this may lead to a complete disappearance of these species from this zone. We did not find evidence that the physical stress of flooding has a direct effect on the performance and distribution of species. Results from the experiment suggest that productivity gradients and their influence on competition intensity are of primary importance for structuring vegetation patterns in lowland riparian fens. © IAVS; Opulus Press.","Biebrza; Biomass; Gradient; Light availability; Productivity; Sedge; Shoot:Root Ratio; Vegetation removal","Bryophyta; bryophytes; Carex; Poaceae","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-33846845028"
"del Carmen Sabatini M.; Verdiell A.; Rodríguez Iglesias R.M.; Vidal M.","del Carmen Sabatini, María (6505991830); Verdiell, Adriana (6504322793); Rodríguez Iglesias, Ricardo M. (6603417323); Vidal, Marta (15837954600)","6505991830; 6504322793; 6603417323; 15837954600","A quantitative method for zoning of protected areas and its spatial ecological implications","2007","Journal of Environmental Management","83","2","","198","206","8","70","10.1016/j.jenvman.2006.02.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846678693&doi=10.1016%2fj.jenvman.2006.02.005&partnerID=40&md5=bcd2061b1c2f38a9ac979172b8671fca","Zoning is a key prescriptive tool for administration and management of protected areas. However, the lack of zoning is common for most protected areas in developing countries and, as a consequence, many protected areas are not effective in achieving the goals for which they were created. In this work, we introduce a quantitative method to expeditiously zone protected areas and we evaluate its ecological implications on hypothetical zoning cases. A real-world application is reported for the Talampaya National Park, a UNESCO World Heritage Site located in Argentina. Our method is a modification of the zoning forest model developed by Bos [Bos, J., 1993. Zoning in forest management: a quadratic assignment problem solved by simulated annealing. Journal of Environmental Management 37, 127-145.]. Main innovations involve a quadratic function of distance between land units, non-reciprocal weights for adjacent land uses (mathematically represented by a non-symmetric matrix), and the possibility of imposing a connectivity constraint. Due to its intrinsic spatial dimension, the zoning problem belongs to the NP-hard class, i.e. a solution can only be obtained in non-polynomial time [Nemhausser, G., Wolsey, L., 1988. Integer and Combinatorial Optimization. John Wiley, New York.]. For that purpose, we applied a simulated annealing heuristic implemented as a FORTRAN language routine. Our innovations were effective in achieving zoning designs more compatible with biological diversity protection. The quadratic distance term facilitated the delineation of core zones for elements of significance; the connectivity constraint minimized fragmentation; non-reciprocal land use weightings contributed to better representing management decisions, and influenced mainly the edge and shape of zones. This quantitative method can assist the zoning process within protected areas by offering many zonation scheme alternatives with minimum cost, time and effort. This ability provides a new tool to improve zoning within protected areas in developing countries. © 2006 Elsevier Ltd. All rights reserved.","Protected areas; Simulated annealing; Zoning","Argentina; City Planning; Conservation of Natural Resources; Ecology; Ecosystem; Forestry; Models, Theoretical; Rivers; Argentina; La Rioja [Argentina]; South America; Talampaya National Park; environmental management; protected area; quantitative analysis; simulated annealing; spatial analysis; zonation; Argentina; article; biodiversity; controlled study; developing country; ecology; environmental management; environmental protection; forest; hypothesis; land use; national park; quantitative analysis; zonation","Article","Final","","Scopus","2-s2.0-33846678693"
"Jimenez A.G.; Bennett W.A.","Jimenez, Ana G. (16052765100); Bennett, Wayne A. (7402370346)","16052765100; 7402370346","Respiratory physiology of three Indo-Pacific fiddler crabs: Metabolic responses to intertidal zonation patterns","2006","Crustaceana","78","8","","965","974","9","4","10.1163/156854005775197226","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33947405331&doi=10.1163%2f156854005775197226&partnerID=40&md5=585828d44be74d2dec8309feeba005a1","We measured aerial and aquatic oxygen consumption values at typical diel extreme temperatures for Uca vocans, Uca tetragonon, and Uca crassipes from Hoga and the Kaledupa Islands in the Wakatobi National Park, Sulawesi, Indonesia. These fiddler crabs exhibit distinct intertidal distributions that may affect air and water oxygen extraction rates. Uca vocans and U. tetragonon occupy low intertidal zones that experience long submersion times, whereas U. crassipes inhabits high intertidal habitats having long emersion periods. Respective aerial oxygen consumption rates were 0.312, 0.300, and 0.193 mg/l at 26.0°C, and 0.600, 0.554, and 0.357 mg/l at 32.1°C. Aquatic oxygen consumption rates at 26.0 and 32.1°C were 0.0041, 0.0065, and 0.0028 mg/l, and 0.0063, 0.0047, and 0.0050 mg/l, respectively. Temperature quotients (Q10) for all crabs were approximately 2 in air; however, U. vocans and U. tetragonon increased Q10 to approximately 3 when moved to water, whereas U. crassipes Q10 values remained essentially unchanged. High oxygen extraction rates and Q10 responses in aerial environments may allow U. vocans and U. tetragonon to repay oxygen debt quickly during short emersion periods. Because U. crassipes spends most of its time emerged, it is less dependent on anaerobic respiration, and may not need to rapidly pay back oxygen debt. © 2005 Koninklijke Brill NV.","","Asia; Eurasia; Greater Sunda Islands; Hoga; Indonesia; Kaledupa; Malay Archipelago; Southeast Asia; Southeast Sulawesi; Sulawesi; Sunda Isles; Tukangbesi Islands; Wakatobi Marine National Park; Decapoda (Crustacea); Ocypodidae; Thalassuca vocans; Uca; Uca tetragonon; crab; emersion; intertidal environment; oxygen; physiological response; respiration; temperature gradient; zonation","Article","Final","","Scopus","2-s2.0-33947405331"
"Meddour R.","Meddour, Rachid (6507110774)","6507110774","Bioclimates, vegetaion belts and vegetation series in the Blidean Atlas (Algeria)","2002","Phytocoenologia","32","1","","101","128","27","9","10.1127/0340-269X/2002/0032-0101","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036320557&doi=10.1127%2f0340-269X%2f2002%2f0032-0101&partnerID=40&md5=50f0c484792d310569bf17def41b2dae","The author defines the bioclimatic zones of the Blidean Atlas (Tell-Atlas range, Algeria), from the main climatic parameters (P, M and m), of about twenty weather stations. Various bioclimatic types (sensu EMBERGER and DAGET) are thus represented in this area: semi-arid, subhumid, humid and locally superhumid (annual rainfall > 1200 mm), with hot, temperate and cool variants. Taking into account this bioclimatic approach, with emphasis of ombrothermic criteria (T, m and P), three vegetation belts (sensu RIVAS-MARTINEZ) are distinguished: the thermo-, the meso- and the supramediterranean belt. The mesomediterranean belt, domain of the sclerophyllous oaks Quercus rotundifolia and Quercus suber, is well-represented, with three horizons (superior, middle, inferior). Owing of a slight altitude of this mountain (1629 m), the montane-mediterranean belt, corresponding to the cold variant (m < 3 °C), does not appear. So, the Atlas cedar-community is entirely located at the supramediterranean belt (in National Park of Chréa). The syntaxonomical interpretation of forest and pre-forest vegetation shows that it belongs to three classes (Quercetea ilicis and Quercetea pubescentis, essentially), four orders (Quercetalia ilicis, Pistacio-Rhamnetalia alaterni, Querco-Cedretalia atlanticae and Prunetalia spinosae) and eight alliances. The sclerophyllous oaks communities, mainly, take place into three forest alliances (Querco-Oleion sylvestris, Quercion suberis, Balansaeo-Quercion rotundifoliae) and also in the preforest order Pistacio-Rhamnetalia (with two alliances Ericion arboreae, Tetraclini-Pistacion atlanticae). The 16 syntaxa, actually recognized on the Blidean Atlas, presented in a synthetic table, are finally related to a dynamic framework of eight vegetation series (half of them spreads in the mesomediterranean belt), following altitudinal zonation of vegetation defined in this chorologic territory: serie of Aleppo Pine and Berberian Thuya, serie of Oleo-lentisque in the mesomediterranean belt; Quercus suber serie, Quercus rotundifolia serie, serie of Green Oak and Aleppo Pine, residual serie of Quercus canariensis in the mesomediterranean belt; Cedrus atlantica serie, edaphic serie of Acer obtusatum in the supramediterranean belt.","Blidean Atlas; Forest and pre-forest communities; Ombrothermic criteria; Syntaxonomy; Vegetation belts; Vegetation series","Algeria; Atlas Mountains; Tell Atlas; Acer; Acer obtusatum; Cedrus; Cedrus atlantica; Cedrus atlantica; Pinus halepensis; Quercus; Quercus canariensis; Quercus rotundifolia; Quercus suber; Quercus suber; Thuja; bioclimatology; plant community; syntaxonomy; vegetation mapping","Article","Final","","Scopus","2-s2.0-0036320557"
"Pavlides G.","Pavlides, G. (7003572033)","7003572033","Aquatic and terrestrial vegetation of the Prespa area","1997","Hydrobiologia","351","","","41","60","19","5","10.1023/A:1003091805384","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030856819&doi=10.1023%2fA%3a1003091805384&partnerID=40&md5=bd60ba8b68533beee3b79b53b1b31759","We studied the vegetation of the aquatic ecosystems of Lake Mikri Prespa. The lacustrine vegetation comprises three distinct forms: floating plants, benthic hydrophytes and helophytes, which are described and classified from the phytosociological point of view, as follows: (a) the vegetation of the floating plants belong to the Lemnetea class and is represented by two plant communities; (b) the vegetation of the benthic hydrophytes, belongs to the Potametea class consisting of two different categories, namely the submersed formations and the emergent formations of the hydrophytes. Various plant communities were recognised in this type of vegetation and three among them are considered as the most representative; (c) the vegetation of helophytes, the prevailing life form in this wetland, belongs to the Phragmitetea class and is represented mainly by seven well organised plant communities. The respective vegetation of two of the five more important wetland sites is described. The terrestrial vegetation is composed of forest and meadow vegetation. The forest vegetation of the National Park belongs to the class Querco-Fagetea and shows the following zonation: (a) in the vicinity of the lake, at the elevation of 860-1000 m, two associations have been found: the mixed deciduous and evergreen forests of Ostryo-Carpinion orientalis and the evergreen forests of Ostryo-Carpinion adriaticum; (b) the deciduous oak forests surround the previous zone at the altitude of 900-1300 m with two principal associations, namely the Quercetum frainetto and the Quercetum petraeae; (c) in the upper forest layer between 1200-1800 m asl, dominate beech forests of the association Fagion moesiacum and the less extensive occurrence of the mixed beech-fir stands (Ass. Abieti-Fagetum moesiacum). The zone above the tree limit is distinguished by its subalpine character semi-shrub vegetation extending higher than the forest (1800-2000 m), whereas alpine meadows cover the vegetation at higher altitudes. On the plains and in the forest clearings exist herbaceous meadow formations of variable structure, in parallel with the vegetation of specific habitats, such as nitrophilous and ammophilous plants.","Aquatic vegetation; Greece; Phytosociology; Plant biodiversity; Terrestrial vegetation","","Article","Final","","Scopus","2-s2.0-0030856819"
"Bunt J.S.; Bunt E.D.","Bunt, J.S. (7004170647); Bunt, E.D. (6602737106)","7004170647; 6602737106","Complexity and variety of zonal pattern in the mangroves of the Hinchinbrook area, Northeastern Australia","1999","Mangroves and Salt Marshes","3","3","","165","176","11","12","10.1023/A:1009999610091","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032710216&doi=10.1023%2fA%3a1009999610091&partnerID=40&md5=4cebd29b89e3ce19f17ed4cf3bf0d3dc","Hinchinbrook Island, a wilderness National Park, lies closely adjacent to the Australian mainland within the boundaries of the Great Barrier Reef World Heritage area. The mangroves that occupy much of its shoreline and the neighbouring mainland intertidal are major features. Recent preliminary surveys have revealed considerable floristic variety at local scales and, over the total area, often intricate vegetal patterning (Bunt, 1997). It is the intention now to define the most conspicuous features in numeric and graphical terms. Particular attention has been given to differences in shore normal species sequencing within the study area and to the complexities associated with overlap in species distributions.","Australia; Mangroves; Vegetal analysis; Zonation","Australia; Hinchinbrook Island; Queensland; Rhizophoraceae; mangrove; spatial variation; zonation","Article","Final","","Scopus","2-s2.0-0032710216"
"Leistner O.A.; Werger M.J.A.","Leistner, O.A. (16521207600); Werger, M.J.A. (7003926817)","16521207600; 7003926817","Southern kalahari phytosociology","1973","Vegetatio","28","5-6","","353","399","46","33","10.1007/BF02386499","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000639567&doi=10.1007%2fBF02386499&partnerID=40&md5=9e566aa6e36eb29c4b41be9e53b5f85c","The vegetation of the Kalahari Gemsbok National Park, which lies in the centre of the semi-arid Southern Kalahari, was studied. This area is considered to be largely representative of the Southern Kalahari in general. The region is covered by a layer of red sand piled into dunes. Two large dry river-beds cross the area and numerous pans occur. Calcrete outcrops are found along rivercourses and around pans. The vegetation is generally an extremely open shrub or tree savanna and phytogeographically the area is regarded as belonging to the Karoo-Namib Region. 132 quadrats, most of which covered 100 m2, were studied and the vegetation is classified according to the Zürich-Montpellier method. The physiognomy of all phytocoenoses was determined according to the system of Fosberg (1967). A striking correlation was found between plant communities and the four main habitats: sand, calcrete, pans and river-beds. Twelve syntaxa were recognized, eight of these are described as associations and one as a subassociation. They are as follows:- 1. On sand: Stipagrostietum amabilis (with subass. terminalietosum) found on dune crests, Hirpicio echini-Asthenatheretum on more compact red sand in dune valleys, Monechma incanum-Stipagrostis ciliata (two communities) on pink to whitish sand, Peliostomo-Stipagrostietum obtusae on whitish compact sand; 2. On calcrete: Aizoo-Indigoferetum auricomae; 3. On pans and pan-like formations: Sporobolo lampranthi-Zygophylletum tenuis on pan-like alluvial flats in the Nossob rivercourse, Sporoboletum coromandelianion the central parts of pans, Sporoboletum rangei along the periphery of pans and on sand accretions on the pan surface, Lycium tenue community on small loamy sand accretions on pans or in river-beds; 4. In river-beds: Panicetum colorati. Life form spectra based on total cover-abundance values are given. Differences in the spectra of various communities are briefly discussed with reference to their habitats. Therophytes were shown to be the most important life form in all syntaxa except the Sporoboletum rangei. The vegetation exhibits a very marked zonation and a sequential relationship between communities is demonstrated. © 1973 Dr. W. Junk b.v. Publishers.","","","Article","Final","","Scopus","2-s2.0-0000639567"
"Breymeyer A.","Breymeyer, A. (6701768669)","6701768669","EURO-MAB IV: mountain zonality facing global change, Zakopane, Poland, September 1993","1995","Conference Papers - Polish Academy of Sciences, Institute of Geography & Spatial Organization","21","","","","","185","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0029511259&partnerID=40&md5=732d5520a4547639b20f767173e4e0fc","Papers from the conference, part of the UNESCO Man and Biosphere programme, are published. After a history of UNESCO-MAB integrated mountain research and environmental conservation, there are 14 further papers: a review of alpine research in the Polish Tatra Mountains; human-induced transformation of the ecosystems of the Caucasus Mountains; the response of montane beetles to climatic change; the zonality and health of forest in the Tatra National Park; factors of vegetation dynamics in the areas of spruce Picea forest of the upper montane zone with declining stands; vegetational subzones in mountains as natural or anthropogenic features; changes in the natural zonation of the Tatra Mountains caused by anthropogenic factors; maintaining the ecotypical variation of characteristic Norway spruce Picea abies in the Polish Sudetic and Carpathian Mountains; fungi of the plant communities in the alpine/subalpine zones of Babia Gora Massif; the impact on Alpine high mountain lakes of atmospheric nutrient loading and stocking with fish; chemistry and acidification of the waters in the national parks of S Poland; sequential monitoring of Tatra subalpine forests on the basis of cartographic and remotely-sensed data; the use of GIS in the Tatra  National Park; and teledetection and GIS in the assessment of the state of forests. Lastly, there are four brief contributions on the organization and management of biosphere reserves in the Tatras and Eastern Carpathians, and the relationship between MAB biosphere reserves and the START initiative of the International Geosphere-Biosphere Programme. Recommendations of the conference are included in an appendix. -J.W.Cooper","","(East); Alps; Asia; Carpathians; Caucasus; Europe; Poland; Tatra Mountains; Tatras; Picea; Picea abies; biosphere reserve; climatic change; environmental change; environmental conservation; forest health; global change; Man and Biosphere programme; man-environment relations; montane forest; mountain research; mountain zonality; national park","Article","Final","","Scopus","2-s2.0-0029511259"
"Lucas R.M.; Mitchell A.; Donnelly B.; Milne T.","Lucas, R.M. (55816939900); Mitchell, A. (7402040022); Donnelly, B. (7005408009); Milne, T. (8271759000)","55816939900; 7402040022; 7005408009; 8271759000","Characterising and Mapping Mangroves in Northern Australia Using Stereo Aerial Photography and Hyperspectral CASI Data","2003","International Geoscience and Remote Sensing Symposium (IGARSS)","4","","","2380","2382","2","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0242541685&partnerID=40&md5=21bb5899e603030853f2a4f83e37ef21","For all mangroves in Kakadu National Park in Australia's Northern Territory, ∼ 1 m spatial resolution orthomosaics and Digital Elevation Models (DEMs) were generated. For the West Alligator River, tree density was also estimated from the photography and Compact Airborne Spectrographic Imager (CAST) data were acquired to differentiate and map the main zonations. These datasets combined represent a key baseline against which to observe and quantify future changes in the extent, height, density, species/community composition and also above ground biomass of mangroves resulting from, for example, sea level rise.","","Aerial photography; Biomass; Rivers; Spectrographs; Vegetation; Digital elevation models (DEM); Remote sensing","Conference paper","Final","","Scopus","2-s2.0-0242541685"
"Lovett J.C.; Marshall A.R.; Carr J.","Lovett, Jon C. (57202040889); Marshall, Andrew R. (7401645550); Carr, Jeff (15071456300)","57202040889; 7401645550; 15071456300","Changes in tropical forest vegetation along an altitudinal gradient in the Udzungwa Mountains National Park, Tanzania","2006","African Journal of Ecology","44","4","","478","490","12","58","10.1111/j.1365-2028.2006.00660.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33751261400&doi=10.1111%2fj.1365-2028.2006.00660.x&partnerID=40&md5=bf03cd58d1e1646762ecb6bc0406a356","This study describes changes in woody vegetation in the Mwanihana forest, Udzungwa Mountains National Park, Tanzania, over an altitude range of 470-1700 m. Two methods, fixed- and variable-area plots, are compared to elucidate altitudinal variation in tropical forest structure, diversity and community composition. Six 25 m x 100 m fixed area plots recorded a total of 2143 woody stems of ≥3 cm d.b.h. from 204 species. The 78 variable-area plots recorded the nearest twenty trees of ≥20 cm d.b.h. to an objectively chosen point, giving a total of 1560 stems in 9.1 ha from 156 species. A linear trend of increasing stem density with altitude was seen for variable-area plots. Species diversity is highest at high elevations. There was no clear zonation of elevational vegetation types. Restricted range taxa occur at all altitudes sampled. The study also revealed some methodological considerations. Bias in sample size and plot area can be tested by employing two sampling methods. Of the two methods used, fixed area plots are preferred as variable area plots are impractical in tangled understorey. Plot size must be controlled for in order to make reliable observations of diversity. Sampling along a continuous or near-continuous altitudinal gradient with sufficient replication is also important. © 2006 The Authors.","Diversity; Eastern Arc; Elevation; Tanzania; Tropical forest; Udzungwa Mountains National Park","Africa; East Africa; Sub-Saharan Africa; Tanzania; Udzungwa Mountains; altitude; community composition; methodology; mountain environment; sampling; species diversity; tropical forest; vegetation; vegetation type","Article","Final","","Scopus","2-s2.0-33751261400"
